city,text,sentiment,created_at 
"New York, USA","@EveInFlow ??????????????????????????????????????????

That's all I got. I checked...twice.",0,Thu Mar 28 22:58:58 +0000 2019
"New York, USA",@esmclassof2019 Get ready! Your show starts in 60 seconds!,0,Thu Mar 28 22:59:02 +0000 2019
"Gatineau, Qu?bec",https://t.co/wz8PiWKbmK,0,Thu Mar 28 22:59:02 +0000 2019
"New York, USA","@AdamChodak Yankees, ??",0,Thu Mar 28 22:59:02 +0000 2019
"Gatineau, Qu?bec","Will people hate me for saying this?
.

The most valuable thing nowadays is TIME! 
TIME for your work projects, TIM? https://t.co/hCeBuDqw1u",0,Thu Mar 28 22:59:05 +0000 2019
"Ottawa, Ontario",When is @OUTtv going to partner with @RuPaulsDragRace and get us a Canadian version of #DragRace #Canada https://t.co/2H0ndTF7ec,0,Thu Mar 28 22:59:05 +0000 2019
"Ottawa, Ontario",@sunlorrie @JustinTrudeau If it was anything like the roads in Ottawa.......the potholes.....,0,Thu Mar 28 22:59:09 +0000 2019
"New York, USA","If Season 3 gets any worse, I'm going to have to start billing my congregation for the time I spend watching it.

(? https://t.co/yugoIfufIl",0,Thu Mar 28 22:59:10 +0000 2019
"New York, USA",Ain't no money over there.,1,Thu Mar 28 22:59:16 +0000 2019
"Ottawa, Ontario","All-in... #Poker #PokerNight @ Ottawa, Ontario https://t.co/9NsBpXUwgG",0,Thu Mar 28 22:59:17 +0000 2019
"New York, USA",@Clayton_D_Smith @AlamoNYC Well??,0,Thu Mar 28 22:59:17 +0000 2019
"New York, USA",Cleared: Incident on #TaconicStateParkway NB at Exit 31A - NY 301 EB; Kent/Putnam Valley Town Line,0,Thu Mar 28 22:59:18 +0000 2019
"New York, USA",Cleared: Incident on #TaconicStateParkway NB at Exit 31A - NY 301 EB; Kent/Putnam Valley Town Line,0,Thu Mar 28 22:59:19 +0000 2019
"New York, USA",@WWERomanReigns roman GOD BLESS YOU! and your beautiful family.,0,Thu Mar 28 22:59:19 +0000 2019
"New York, USA",@betadein Tough scene,1,Thu Mar 28 22:59:45 +0000 2019
"New York, USA","Last time, you remember (Rocky and Bullwinkle phrase), the Sabres were badly outskated by the Leafs. Since then, Bu? https://t.co/vUiy4dplNV",0,Thu Mar 28 22:59:47 +0000 2019
"New York, USA",She?s a cheese connoisseur #CheeseChallenge https://t.co/yr47EZch9Q,0,Thu Mar 28 22:59:48 +0000 2019
"New York, USA",@zeepetals @EricaLScott @DonaldJTrumpJr Enjoy blissful ignorance while you can. You won't be laughing long.,0,Thu Mar 28 22:59:55 +0000 2019
"North Dundas, Ontario","Winchester Open Mic Night, Apr 4 2019 @ Winchester Old Town Hall, https://t.co/jnNzbDkSjD #Open_Mic",0,Thu Mar 28 23:00:06 +0000 2019
"New York, USA",@john_wawrow @pham1717 ?????? it may be my weakened state of post flu but I laughed far too much at this ??,0,Thu Mar 28 23:00:17 +0000 2019
"Ottawa, Ontario",@kinsellawarren Dont jump. It's not a target.,1,Thu Mar 28 23:00:18 +0000 2019
"New York, USA",@RepBrindisi @USArmy You forgot to mention that every member gets these. Every member!,0,Thu Mar 28 23:00:19 +0000 2019
"Ottawa, Ontario",I?m with a IRL and my gf and this kids shooting body?s taking screenshots I guess when you?re a no name and have no? https://t.co/1s01oqp0zz,0,Thu Mar 28 23:00:21 +0000 2019
"Ottawa, Ontario",@Partunia ?Not that long Go we had bike licences here? lol like 40 years ago !,1,Thu Mar 28 23:00:39 +0000 2019
"New York, USA","If you can't fight, play nice and keep quiet. If ya hands don't move as quick as ya lips, you should probably stop ya shit.",1,Thu Mar 28 23:00:39 +0000 2019
"New York, USA",@FletcherDoyle1 Let me know what it's like.,0,Thu Mar 28 23:00:47 +0000 2019
"Ottawa, Ontario",It?s a full house tonight at @AltHotel Ottawa for the first @SoupOttawa of the year! Huge thank you to? https://t.co/1lUhut6IEJ,0,Thu Mar 28 23:00:52 +0000 2019
"New York, USA","#ITManagers: Put architecture in front &amp; design at the center of all endeavors, seek verifiable, reason based conse? https://t.co/yRziWtWhY6",1,Thu Mar 28 23:00:54 +0000 2019
"New York, USA",I've never been a weed smoker bc my sober mind constantly operates on a stoned level (i.e.) all I've been thinking? https://t.co/EXtKCHG34j,0,Thu Mar 28 23:00:58 +0000 2019
"New York, USA",@esmclassof2019 It?s Showtime Everybody!!!!! Have fun!!!!!!!,0,Thu Mar 28 23:01:07 +0000 2019
"New York, USA",@sweet___ash Thank you,0,Thu Mar 28 23:01:10 +0000 2019
"Ottawa, Ontario",PSA: @PaylessShoes is closing April 30th. I?ve been all over the city in a tizzy to stock up on Sasquatch size foot? https://t.co/01UAmOB4AF,1,Thu Mar 28 23:01:20 +0000 2019
"Ottawa, Ontario","I know it?s hard, and I understand respecting formerly elected officials, but please try to avoid letting people ?a? https://t.co/yYEKRW1fWM",0,Thu Mar 28 23:01:20 +0000 2019
"Ottawa, Ontario",There?s hope for me,0,Thu Mar 28 23:01:25 +0000 2019
"New York, USA","New art for one more short story cover, still more to do...Lots of anatomy stuff!!! Good thing I still have my old? https://t.co/QkRAlgKyZc",0,Thu Mar 28 23:01:33 +0000 2019
"New York, USA",@DragonMom98 @JustPlainT @jimmyreu81 @BuffBills53 @lno09281978 @rjflesher @buffalo_beth @audsabres @MsAFromBK? https://t.co/QvgAIi4HSY,0,Thu Mar 28 23:01:33 +0000 2019
"New York, USA",@DonaldJTrumpJr I can't wait until you receive a  subpoena to appear again in front of congress. You will not get a? https://t.co/LeOKr0lJqn,0,Thu Mar 28 23:01:34 +0000 2019
"Papineauville, Qu?bec",Me! ???????,0,Thu Mar 28 23:01:34 +0000 2019
"Ottawa, Ontario","Go figure #onpoli 

Doug Ford will axe the tax ? except his own stealth carbon tax https://t.co/DLaVj742gG via @torontostar",1,Thu Mar 28 23:01:37 +0000 2019
"Ottawa, Ontario","Time for Pops Wizard of Oz at the NAC
#pops #wizardofoz #nacottawa @ National Arts Centre Orchestra | l'Orchestre d? https://t.co/JfEOd43Uzx",0,Thu Mar 28 23:01:44 +0000 2019
Canada,"Q: have you reached out to historical underrepresented groups on campus? Students, not just staff #SSMULegCouncil",0,Thu Mar 28 23:02:04 +0000 2019
"New York, USA",PARSHAS SHMINI https://t.co/pBAbEpOoJO,0,Thu Mar 28 23:02:09 +0000 2019
"Ottawa, Ontario",La pieza m?s impactante de la galer?a naci? al de Canad? ???? te vuela la cabeza #Canada #art #ottawa #ontario? https://t.co/Yi2FZl4zsp,0,Thu Mar 28 23:02:12 +0000 2019
Canada,What a pair! #DimplesAndDumpster #ClimateKillers https://t.co/zgtsrDWfS7,0,Thu Mar 28 23:02:28 +0000 2019
"New York, USA",@AshleyPetty_ I'm a witness to the fitness!,0,Thu Mar 28 23:02:32 +0000 2019
"New York, USA","@Jill_Chodak @AdamChodak ??, not you too, Jill https://t.co/eiayEaj2k5",0,Thu Mar 28 23:02:37 +0000 2019
Canada,Guest Speaker: we have reached out to the organizer of black history month so it can be integrated into the calenda? https://t.co/GB8q943zf7,1,Thu Mar 28 23:02:48 +0000 2019
"New York, USA",She?s a cheese connoisseur #CheeseChallenge https://t.co/17TgxAFMvA,0,Thu Mar 28 23:03:05 +0000 2019
"Ottawa, Ontario",@YouHadOneJ0B The Four Losers.,0,Thu Mar 28 23:03:18 +0000 2019
"New York, USA",I really fuck with Melii,1,Thu Mar 28 23:03:26 +0000 2019
"New York, USA",Some new faces in town from last week's Sabre roster. It's a chance to see Will Borgen and Victor Olofsson. Buffalo? https://t.co/Go3wjr0CIe,0,Thu Mar 28 23:03:30 +0000 2019
"New York, USA",@DonaldJTrumpJr Meeting Russians to get dirt on an opponent is against Federal Election Laws. You are not in the Ov? https://t.co/lrsPGYPxdS,1,Thu Mar 28 23:03:37 +0000 2019
"Ottawa, Ontario",@cmckenney Yay! I loved using @limebike in Paris to get around! Can't wait till they come to Ottawa to complement @VeloGoCanada,0,Thu Mar 28 23:03:40 +0000 2019
"New York, USA",my favorite feeling is when someone does something and your immediate thought is ?I love you.? like it could be som? https://t.co/Fj5eTdrqRT,0,Thu Mar 28 23:04:07 +0000 2019
"New York, USA",FREE UZI,0,Thu Mar 28 23:04:20 +0000 2019
"New York, USA",@bubbagump324 I'm so in love they are adorable.,0,Thu Mar 28 23:04:24 +0000 2019
"New York, USA","@nocontextpawnee The slugs on the sidewalk. And I don?t want you to get rid of all of them, just some of them. And? https://t.co/5fLwtIQbBW",0,Thu Mar 28 23:04:35 +0000 2019
"Papineauville, Qu?bec",@Gerv_Rebrand https://t.co/GmlPQPr2Gl,0,Thu Mar 28 23:04:36 +0000 2019
"Ottawa, Ontario",@danauns27 Back in direct mail days we did that with names on the list. I'll let your imagination take it from there,0,Thu Mar 28 23:04:42 +0000 2019
"New York, USA",@kya3k @WoeSenpai69 @cxde__ @kwisinator @jxrrys @asteryeck @extifys Hi I'm Underage And I'm Just Spectating This Thread Don't Mind Me,0,Thu Mar 28 23:04:50 +0000 2019
"Ottawa, Ontario",@KMHANews Terrible. Absolutely brutal decision by Hockey Canada. So glad my son is in Atom.,0,Thu Mar 28 23:04:59 +0000 2019
"Ottawa, Ontario","At the #GGArts Awards Exhibition opening, @simon_brault from the @CanadaCouncil made sure to thank those who submit? https://t.co/tz8PQA78oW",0,Thu Mar 28 23:05:05 +0000 2019
"New York, USA",https://t.co/gN32AoZ5XO,0,Thu Mar 28 23:05:12 +0000 2019
"New York, USA","?There?s gotta be some good reason to live?
ahstheatreensemble @annabelle_duff #capitalregiontheater? https://t.co/VXPSCU01op",1,Thu Mar 28 23:05:12 +0000 2019
"New York, USA",Both,0,Thu Mar 28 23:05:22 +0000 2019
"New York, USA",@xenon21 Still edible.,0,Thu Mar 28 23:05:23 +0000 2019
"New York, USA",@jev4320 Nice rig!,0,Thu Mar 28 23:05:25 +0000 2019
"New York, USA",I ain't envious of these hos. Y'all out here fighting for a failing relationship for what? Yall don't love each oth? https://t.co/Q61WjKTH9r,0,Thu Mar 28 23:05:29 +0000 2019
"New York, USA",@NeauxNegro ??????,0,Thu Mar 28 23:06:00 +0000 2019
"New York, USA",Let's go boys.,0,Thu Mar 28 23:06:00 +0000 2019
"New York, USA",lesson learned ??,0,Thu Mar 28 23:06:01 +0000 2019
"New York, USA",@buffalo_beth @DragonMom98 @JustPlainT @jimmyreu81 @BuffBills53 @lno09281978 @rjflesher @audsabres @MsAFromBK? https://t.co/6n4I0Z8mwB,0,Thu Mar 28 23:06:05 +0000 2019
"New York, USA",One more session to go on this Gates of a Heaven chest piece. #tattoo #tattoos #chesttattoo #heaventattoo #585? https://t.co/JMQ2qYtsb6,0,Thu Mar 28 23:06:08 +0000 2019
"Qu?bec, Canada",@universdesora @frozencrystal @Friteninja ?a vous dit une cargaison de neige??? On est le printemps pourtant ????J?en? https://t.co/ljUPpJ4JeN,0,Thu Mar 28 23:06:09 +0000 2019
"New York, USA",@kya3k @WoeSenpai69 @cxde__ @kwisinator @jxrrys @asteryeck @extifys Thanks for letting me ride in your NorTrac 35XTD 35 HP Bulldozer!,0,Thu Mar 28 23:06:12 +0000 2019
"New York, USA",@dianezahler @theames Not James Mason?,0,Thu Mar 28 23:06:15 +0000 2019
"New York, USA","Old guy at bar orders Moscow Mule...

Old Guys Old Friends: *Donkey Noises*",1,Thu Mar 28 23:06:17 +0000 2019
"New York, USA",Jesse has a knack for picking incredible guests. Jessica is brilliant and doing research that I'm sure will be refe? https://t.co/MyWS00ScNx,0,Thu Mar 28 23:06:21 +0000 2019
"New York, USA",@AOC Why isn?t Cardi B in jail? https://t.co/od3vyFsG1x,0,Thu Mar 28 23:06:22 +0000 2019
"Ottawa, Ontario","Au vernisssge de l?exposition des Prix #GGArts, @simon_brault du @Conseil 
nous rappelle que quand les organismes q? https://t.co/BaIZXEqocT",0,Thu Mar 28 23:06:34 +0000 2019
"New York, USA",@PrinceCharmingP I?m really good at minding my business,0,Thu Mar 28 23:06:43 +0000 2019
"New York, USA",@Danstar975 @EverythingNYG Anything? Exactly! Gettleman has proved with how this offseason has progressed that he i? https://t.co/evFx0NL1g1,0,Thu Mar 28 23:06:51 +0000 2019
"New York, USA",You not gonna eat the whole box in one sitting so why do this?,0,Thu Mar 28 23:06:50 +0000 2019
"New York, USA",??????????????,0,Thu Mar 28 23:06:52 +0000 2019
"Ottawa, Ontario",Best of luck to these fine folks! #peipoli,0,Thu Mar 28 23:06:53 +0000 2019
"New York, USA",@SneakyJoeWGR https://t.co/N65HouBGDM,0,Thu Mar 28 23:07:02 +0000 2019
Canada,PEEL ALL-STAR GAME ROSTER FOR SR. BOYS WILL BE ANNOUNCED TONIGHT -- VIA TWITTER AND INSTAGRAM STAY TUNED? https://t.co/a3XT8AbaEy,0,Thu Mar 28 23:07:08 +0000 2019
"Ottawa, Ontario","It?s a day late, but Happy International #Whisky day from Lil Dude and Myself here in #Ottawa @BoutiqueyDave? https://t.co/gLgIADNGF9",0,Thu Mar 28 23:07:09 +0000 2019
"New York, USA",@YankeeSource He is!!,0,Thu Mar 28 23:07:28 +0000 2019
"Gatineau, Qu?bec",Ayoye cette sc?ne..?? du bonbon!! #District31,0,Thu Mar 28 23:07:32 +0000 2019
"New York, USA",Y?all be #onhere getting utterly violated by niggas who live in the same city as you. Couldn?t be me.,1,Thu Mar 28 23:07:34 +0000 2019
"Ottawa, Ontario","Why do I feel like this nigga paid the girl to lie and say they didn?t have sex I FEEL IT IN MY SOUL, he lyin",1,Thu Mar 28 23:07:35 +0000 2019
Canada,"Crunch Time!
#gohabsgo",0,Thu Mar 28 23:07:43 +0000 2019
Ottawa - Gatineau,@robcreaser @LooniePolitics Yup.,0,Thu Mar 28 23:07:49 +0000 2019
"New York, USA",@dancow @Chronotope @jbenton @petersterne @mathewi @Poynter @pkafka @nytimes Update: @mathewi has published over at? https://t.co/v2UX3JGEpV,0,Thu Mar 28 23:07:49 +0000 2019
"New York, USA","@xenon21 The only tennis player that could go faster was Ferrer, the two of them would race all of the time. Half o? https://t.co/h1ZOQ1DTpr",0,Thu Mar 28 23:07:57 +0000 2019
"New York, USA",Kinda hate that everyone?s 21 now bc I really use to save so much money and have a way better time at random ass ho? https://t.co/7iDAz27wki,1,Thu Mar 28 23:08:01 +0000 2019
"New York, USA",@dawnstaley You saved me today too. ??,0,Thu Mar 28 23:08:01 +0000 2019
"New York, USA",No chances,0,Thu Mar 28 23:08:10 +0000 2019
"Ottawa, Ontario",I don't even talk to my parents every day then somebody's mine months will come and be calling me a snub because I? https://t.co/hdGjcX1151,1,Thu Mar 28 23:08:24 +0000 2019
"Ottawa, Ontario",Thu 19:00: Cloudy; Temp 6.4 C; Wind SW 22 km/h gust 39 km/h; Humidity 66%; Press 101.4 kPa / falling. https://t.co/6aOKU9PFbd,0,Thu Mar 28 23:08:44 +0000 2019
"New York, USA",Just a reminder that I took the bulldogs all the way,0,Thu Mar 28 23:08:49 +0000 2019
"New York, USA",https://t.co/NfF0D42csl,0,Thu Mar 28 23:08:56 +0000 2019
"New York, USA","@Danstar975 @EverythingNYG Signing Tate was alright, though the money was iffy. And with the draft approaching, he? https://t.co/ad5ldgfnqc",1,Thu Mar 28 23:09:02 +0000 2019
"Ottawa, Ontario",@TheoMoudakis @TorontoStar needs more custom van! https://t.co/FIbnfGw9gY,0,Thu Mar 28 23:09:05 +0000 2019
"Gatineau, Qu?bec",Les fleurs du bouquet de tes pleurs,0,Thu Mar 28 23:09:07 +0000 2019
"Papineauville, Qu?bec","Dommage que j?arrive pas ? avoir un stream avec RDS... c?est tu toujours les m?mes commentateurs? 
Pas grave. J?aim? https://t.co/4QWzmzH2lQ",0,Thu Mar 28 23:09:13 +0000 2019
"New York, USA",Cleared: Incident on #TaconicStateParkway NB at Exit 11 - NY 134,0,Thu Mar 28 23:09:20 +0000 2019
"New York, USA",Cleared: Incident on #TaconicStateParkway NB at Exit 11 - NY 134,0,Thu Mar 28 23:09:21 +0000 2019
"New York, USA",@jev4320 What is the smaller tractor?,0,Thu Mar 28 23:09:23 +0000 2019
"New York, USA",On that leave work early bullshit again.......,1,Thu Mar 28 23:09:26 +0000 2019
"New York, USA",@buffalo_beth @DragonMom98 @JustPlainT @jimmyreu81 @BuffBills53 @lno09281978 @rjflesher @audsabres @MsAFromBK? https://t.co/i510TRo7wW,0,Thu Mar 28 23:09:26 +0000 2019
"Ottawa, Ontario",BREAKING:  PM Trudeau that he has replaced the missing members of his Cabinet and PMO. https://t.co/P7RpeNq2AO,0,Thu Mar 28 23:09:30 +0000 2019
"North Grenville, Ontario",@timhayesme Dear Lord at least use the Oxford dictionary!!,0,Thu Mar 28 23:09:54 +0000 2019
"New York, USA",@Buffwagon819 @DragonMom98 @JustPlainT @jimmyreu81 @BuffBills53 @lno09281978 @rjflesher @buffalo_beth @audsabres? https://t.co/LeBRiN1TI5,0,Thu Mar 28 23:09:54 +0000 2019
"Ottawa, Ontario",So over the moon that @FarmBoy carries @BeyondMeat patties! I meant to take a pic before I ate but I was so hungry!? https://t.co/I6FJ5AF68v,0,Thu Mar 28 23:09:56 +0000 2019
"New York, USA",@KyleDAitken Congratulations,0,Thu Mar 28 23:10:04 +0000 2019
"Ottawa, Ontario",I find it hard to sleep so if you wake me up for a stupid reason I could hate you,1,Thu Mar 28 23:10:12 +0000 2019
"Papineauville, Qu?bec",Dammit Gally!,0,Thu Mar 28 23:10:12 +0000 2019
Canada,A student is presenting a statement from BSN and Indigenous Affairs McGill #SSMULegCouncil,0,Thu Mar 28 23:10:16 +0000 2019
"New York, USA",Must visit this town now and take home a bit of history ??,0,Thu Mar 28 23:10:17 +0000 2019
"New York, USA",@WineInBlonde You are gorgeous and a Yankee fan. wow.  what are you doing the rest of your life?,0,Thu Mar 28 23:10:29 +0000 2019
Canada,Louis Robert Morin https://t.co/JRoEvg64Ms,0,Thu Mar 28 23:10:38 +0000 2019
"New York, USA",Middlemen? You betcha! For NO fucking good reason. People are so stupid and reckless to make decisions for themselv? https://t.co/Ow9zxW4LvO,0,Thu Mar 28 23:10:54 +0000 2019
"New York, USA",.@MLBTV Why am I blacked out from the Red Sox-Mariners game? I live in Northern NY State. I?m only supposed to be b? https://t.co/2qQmshmv46,0,Thu Mar 28 23:10:58 +0000 2019
Canada,"@realDonaldTrump Aren't you doing the same thing as Jessie in Chicago?
'I'm innocent' regardless of facts, evidence? https://t.co/kNR3TFbpLA",0,Thu Mar 28 23:11:00 +0000 2019
Canada,KULAKKKKKKKKKKKKKKKKKK #GoHabsGo  (I just got back from the kitchen so it worked again),0,Thu Mar 28 23:11:07 +0000 2019
Canada,1-0 #Habs .. KULAK the Magnificent again!!,0,Thu Mar 28 23:11:11 +0000 2019
"Papineauville, Qu?bec","Already? Sweeeet!
#GoHabsGo",0,Thu Mar 28 23:11:13 +0000 2019
"New York, USA",Do not let them off the hook please. Thank you.,0,Thu Mar 28 23:11:22 +0000 2019
"Ottawa, Ontario",@capt_rizzy @harrietikpeaa your MCM????,0,Thu Mar 28 23:11:37 +0000 2019
"New York, USA","CONGRATS, to an absolute draft steal and sniper Oliver ?better than Kravstov? Wahlstrom!! https://t.co/2FZzEAaqbm",0,Thu Mar 28 23:11:40 +0000 2019
Ottawa - Gatineau,Et le but!!! #Habs,0,Thu Mar 28 23:11:43 +0000 2019
Canada,co?ncidence? je ne crois pas...,0,Thu Mar 28 23:11:44 +0000 2019
"New York, USA",@Sarahwaugh20 @WilliamFPeters2 @brendanpgraber @zaptrapped @L_a_w_a_n_n_a @hardhouz13 @SGNSV_ @rsmale @KikiAdine? https://t.co/S9YqVPC1V3,0,Thu Mar 28 23:11:48 +0000 2019
"New York, USA",@SebastianRio Hot sexy man! ??????,0,Thu Mar 28 23:11:51 +0000 2019
"New York, USA",@Dvpeleaky @TheCreepeers Hush,0,Thu Mar 28 23:11:56 +0000 2019
"Ottawa, Ontario",@historyinmoment Wonder if he knew that one day he would be the science guy,0,Thu Mar 28 23:12:00 +0000 2019
"Ottawa, Ontario","@Otedola_ Asin ehn 
Some people can feel so entitled????",1,Thu Mar 28 23:12:00 +0000 2019
"New York, USA","Today, my parents went to court to contest the false charges their previous landlord co. had made (a low-income dev? https://t.co/Hmm6CLbnGc",0,Thu Mar 28 23:12:09 +0000 2019
"New York, USA",@kya3k @extifys @WoeSenpai69 @cxde__ @kwisinator @jxrrys @asteryeck https://t.co/szmbOlCiog,0,Thu Mar 28 23:12:11 +0000 2019
"Gatineau, Qu?bec",JAJAJAJ,0,Thu Mar 28 23:12:15 +0000 2019
"New York, USA","@Kica333 Welcome to the club. Meetings are on the first Thursday of each month. 

We've cancelled every single one? https://t.co/bgG9vZFsxn",1,Thu Mar 28 23:12:19 +0000 2019
Canada,Le quizz: qui est le cin?aste et qui est l'agronome?,0,Thu Mar 28 23:12:32 +0000 2019
"Ottawa, Ontario",Let us be ugly in peace please??,0,Thu Mar 28 23:12:38 +0000 2019
"New York, USA","@RepMarkGreen @RepTimBurchett Very professional, you ignorant assholes. I'm sure your ethics are pure as the driven snow.",0,Thu Mar 28 23:12:49 +0000 2019
"New York, USA",@buffalo_beth @MikeFButler @DragonMom98 @JustPlainT @jimmyreu81 @BuffBills53 @lno09281978 @rjflesher @audsabres? https://t.co/VPDxBtLbIj,0,Thu Mar 28 23:12:52 +0000 2019
"Ottawa, Ontario",I was watching Shapo match on the Tennis Network..then at 7 pm switched to the French Open final from years ago.  A? https://t.co/SOv8nU7dew,0,Thu Mar 28 23:13:01 +0000 2019
"New York, USA",@Ben_ESPN @AROD @jessmendoza @Buster_ESPN @RedSox @Mariners Nick is in our thoughts every moment Ben.,0,Thu Mar 28 23:13:08 +0000 2019
"New York, USA",@CatClayRoc ??????,0,Thu Mar 28 23:13:15 +0000 2019
"Ottawa, Ontario",@trevormarr1 @cathmckenna I think the heat is getting to her.,0,Thu Mar 28 23:13:15 +0000 2019
"New York, USA",@thehill @GOPLeader A-hole.,0,Thu Mar 28 23:13:16 +0000 2019
"New York, USA",@ThroughIceNFire Parents that are like that should get jail time or a hundred dollar fine for not taking mental health seriously.,0,Thu Mar 28 23:13:29 +0000 2019
"Papineauville, Qu?bec","Hey, guys, 
Like we say ?ne vending pas la peau de l?ours avant de l?avoir tu???...
#GoHabsGo",0,Thu Mar 28 23:13:52 +0000 2019
"Ottawa, Ontario","Starting to feel anxious about final projects? ?????

Visit our friend Michael at The Print Shop for expert advice!? https://t.co/jPlUnhZHjD",1,Thu Mar 28 23:13:53 +0000 2019
"Ottawa, Ontario",@jayninemac @sobittersosweet @mdobrinskaya @BCLegislature Sure,0,Thu Mar 28 23:13:56 +0000 2019
"New York, USA",#TrumpLies,0,Thu Mar 28 23:14:01 +0000 2019
Canada,"https://t.co/AsHf15Fdtx corrects their earlier call.
Kulak 6th (officially) Domi &amp; Shaw assists

#goHabsGo",0,Thu Mar 28 23:14:03 +0000 2019
"Ottawa, Ontario",@BWildeGlobal I'm a surfer...dude.,0,Thu Mar 28 23:14:06 +0000 2019
"Nueva York, USA",NY???? https://t.co/6OJTtnvj3x,0,Thu Mar 28 23:14:14 +0000 2019
"New York, USA",it?s time to start rewatching eastbound and down https://t.co/lDblT4A0sJ,0,Thu Mar 28 23:14:22 +0000 2019
"New York, USA",tweet tweet ahaha I'm a bird so...,0,Thu Mar 28 23:14:31 +0000 2019
"Gatineau, Qu?bec",@ezmoneysniper26 @Kwabz9 Born for it dawg!!,0,Thu Mar 28 23:14:32 +0000 2019
"New York, USA",@SmilezLeslie Thank you!,0,Thu Mar 28 23:14:38 +0000 2019
"Ottawa, Ontario",@hikigyan ????? ????? ?????? ??? ???? ?? ????? ??? ??????????? ???????,0,Thu Mar 28 23:14:40 +0000 2019
"Nueva York, USA","Aqu? #RafaelCorrea en plena juma, todo mundo borracho en la casa de alguien de mucho dinero. 
Y lo interesante es l? https://t.co/bENUzRxkEf",0,Thu Mar 28 23:14:43 +0000 2019
"New York, USA",@Digital_Liam @JuliaVyse Cool! Karma on!,0,Thu Mar 28 23:14:43 +0000 2019
Canada,"Have you heard ""Be Your Man"" by Gord E Nichols ? #alternative #rock #underground #unstoppable #original #new Please? https://t.co/3CMs2A8WEp",0,Thu Mar 28 23:14:46 +0000 2019
"Ottawa, Ontario",People who dickride other men over a toy serious need to get a grip calling people their dads and shit ?? I hate cod kids,1,Thu Mar 28 23:14:55 +0000 2019
"New York, USA",He flat out shamed them for being on Section 8 housing because it placed a burden on hardworking tax payers. Also s? https://t.co/869a5ZbtQc,1,Thu Mar 28 23:14:56 +0000 2019
"Ottawa, Ontario",#Carpool #Ottawa -&gt; #GreaterSudbury rideshare https://t.co/AIkYIFr5E9,0,Thu Mar 28 23:15:01 +0000 2019
"Ottawa, Ontario",#Carpool #Ottawa -&gt; #Sudbury rideshare 1 Seat offered https://t.co/F53ZZgROZc,0,Thu Mar 28 23:15:01 +0000 2019
"New York, USA",I hope you're listening Steve Albini ;),0,Thu Mar 28 23:15:06 +0000 2019
"New York, USA",@zeepetals @EricaLScott @DonaldJTrumpJr Everything I posted was a fact. While your posts are a delusional fact-free zone,0,Thu Mar 28 23:15:14 +0000 2019
"New York, USA",Hahahahahah!!!,0,Thu Mar 28 23:15:18 +0000 2019
"New York, USA",@TheOnlyFancyB Oh yes and lots of maple syrup,0,Thu Mar 28 23:15:26 +0000 2019
"New York, USA",Hockey Annual Golf outing...SAVE THE DATE...Monday August 12th at Shaker Ridge Country Club. @RPI_Hockey,0,Thu Mar 28 23:15:34 +0000 2019
"New York, USA",Attack all game trent.,0,Thu Mar 28 23:15:40 +0000 2019
"New York, USA",@Aubree_Rene Gorgeous ?? ??,0,Thu Mar 28 23:15:54 +0000 2019
"New York, USA",@_JayBillzz Uzi dresses like a girl. That's swag.,0,Thu Mar 28 23:16:03 +0000 2019
"New York, USA",Making sure my bestfriend is the flyest lul on campus ????,0,Thu Mar 28 23:16:03 +0000 2019
"New York, USA",@ZonePhysics @jasoncherkis That?s awful - no doubt - but one gif can?t tell the whole story. If that?s the Caribbea? https://t.co/bRzSCEPJjB,0,Thu Mar 28 23:16:12 +0000 2019
Canada,This comment has spurred discussion period moved by the SSMU President #SSMULegCouncil,0,Thu Mar 28 23:16:18 +0000 2019
"New York, USA",@kya3k @extifys @WoeSenpai69 @cxde__ @kwisinator @jxrrys @asteryeck HOLY FUCKING SHIT IM SHAKING https://t.co/CCl4OO32gx,0,Thu Mar 28 23:16:27 +0000 2019
"New York, USA",#suckup @VP,0,Thu Mar 28 23:16:30 +0000 2019
"Ottawa, Ontario",@mamawoodwitch Lots of pasta and saut?ed veg so you can bring the leftovers for lunch! ??,0,Thu Mar 28 23:16:34 +0000 2019
"New York, USA",My parents were wrongly accused of trashing their old apartment (they left it pristine but didn?t take pictures as? https://t.co/CRhrbZipss,0,Thu Mar 28 23:16:40 +0000 2019
"New York, USA","@JonLemire And the worst is working with people that want to crush you, just because we don?t tolerate  this insani? https://t.co/89UpnIzu3E",0,Thu Mar 28 23:16:40 +0000 2019
"New York, USA",@jamie_precopia https://t.co/pt7ZO1j3Id,0,Thu Mar 28 23:16:53 +0000 2019
Canada,"5mins into game &amp; #CBJ is still looking for their 1st SOG .. nice :)
#goHabsGo",0,Thu Mar 28 23:17:20 +0000 2019
Canada,@realDonaldTrump The only reason you are still pressie is because of Pence.,1,Thu Mar 28 23:17:31 +0000 2019
"Ottawa, Ontario",https://t.co/upVi8VzbmN,0,Thu Mar 28 23:17:36 +0000 2019
"New York, USA","Oh well. I guess #thisisAmerica . If only my parents just, like, worked harder to be less poor.",1,Thu Mar 28 23:17:37 +0000 2019
"Ottawa, Ontario","#Updo @ Ottawa, Ontario https://t.co/z8bXTJkeDN",0,Thu Mar 28 23:17:48 +0000 2019
"Ottawa, Ontario",@russian98 Yep..there it is.  It says basketball..screwed up guide as usual.  thanks.,0,Thu Mar 28 23:17:51 +0000 2019
